year,month,state,location,food,ingredient,species,serotype/genotype,status,illnesses,hospitalizations,fatalities
2001,March,Maryland,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,13,0.0,0.0
2001,March,Maryland,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,March,Massachusetts,Catering Service,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,28,0.0,0.0
2001,March,Michigan,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,7,0.0,0.0
2001,March,Michigan,Restaurant,Green Beans,Legume,Norovirus unknown,Unknown,Confirmed,30,0.0,0.0
2001,March,Michigan,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,11,0.0,0.0
2001,March,Michigan,Restaurant; Catering Service,"Chicken, Other; Green Beans, Unspecified",Chicken; Egg,Norovirus genogroup I,Unknown,Confirmed,31,0.0,0.0
2001,March,Michigan,Restaurant,"Chicken, Bbq; Chicken, Fried",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,10,0.0,0.0
2001,March,Michigan,Restaurant,"Ice Cream, Commercial",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
2001,March,Michigan,Private Home/Residence,"Pizza, Vegetable",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,8,0.0,0.0
2001,March,Michigan,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,4,0.0,0.0
2001,March,Michigan,Restaurant,"Pasta, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,March,Michigan,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
2001,March,Minnesota,Office/Indoor Workplace,"Cantaloupe; Pineapple, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,42,0.0,0.0
2001,March,Minnesota,Restaurant,"Steak, Prime Rib",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,14,0.0,0.0
2001,March,Minnesota,Private Home/Residence,"Whole Milk, Unpasteurized",Fin Fish,Campylobacter jejuni,Unknown,Confirmed,4,0.0,0.0
2001,March,Minnesota,Restaurant,"Oysters, Raw",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,14,0.0,0.0
2001,March,Minnesota,Private Home/Residence; Grocery Store,"Sandwich, Ham",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,11,0.0,0.0
2001,March,Minnesota,Catering Service,"Sandwich, Chicken",Fin Fish,Norovirus genogroup I,Unknown,Suspected,6,0.0,0.0
2001,March,Multistate,Private Home/Residence,"Mango, Unspecified","Fruit, Unspecified",Salmonella enterica,Saintpaul,Confirmed,26,1.0,0.0
2001,March,New York,Unknown,"Chicken, Other",Fin Fish,Salmonella enterica,Unknown,Suspected,13,0.0,0.0
2001,March,New York,Restaurant,Tarantulas,Fin Fish,Chemical or toxin,Unknown,Confirmed,15,0.0,0.0
2001,March,New York,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,4,0.0,0.0
2001,March,Ohio,Restaurant,"Chicken, Other",Chicken,Clostridium perfringens,Unknown,Confirmed,13,0.0,0.0
2001,March,Ohio,Restaurant,Egg Rolls,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
2001,March,Ohio,Private Home/Residence,Multiple Foods,Fin Fish,Norovirus genogroup II,Unknown,Suspected,40,1.0,0.0
2001,March,Ohio,Catering Service,"Sandwich, Unspecified",Fin Fish,Norovirus genogroup II,Unknown,Confirmed,50,1.0,0.0
2001,March,Ohio,Restaurant,"Eggs, Unspecified",Fin Fish,Salmonella enterica,Enteritidis,Confirmed,92,7.0,0.0
2001,March,Ohio,Unknown,Multiple Foods,Fin Fish,Norovirus genogroup II,Unknown,Confirmed,3,0.0,0.0
2001,March,Oregon,Unknown,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,6,0.0,0.0
2001,March,Pennsylvania,Restaurant,Pasta Salad,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,24,0.0,0.0
2001,March,Pennsylvania,Restaurant,"Mixed Fruit; Deli Meat, Multiple",Fin Fish,Norovirus genogroup I,Unknown,Suspected,12,0.0,0.0
2001,March,Pennsylvania,Restaurant,"Potato, Mashed",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,10,1.0,0.0
2001,March,South Carolina,Prison/Jail,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Suspected,183,0.0,0.0
2001,March,South Carolina,Prison/Jail,Tuna Salad; Salad Bar,Fin Fish,Salmonella enterica,Enteritidis,Confirmed,552,0.0,0.0
2001,March,Tennessee,Restaurant,Multiple Salads,Fin Fish,Norovirus unknown,Unknown,Confirmed,200,0.0,0.0
2001,March,Texas,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,March,Texas,Unknown,"Barbecue Sauce; Beans, Bbq",Fin Fish,Bacillus cereus; Norovirus genogroup I,Unknown,Confirmed; suspected,28,0.0,0.0
2001,March,Virginia,Restaurant,"Meat, Unspecified; Unspecified Vegetables",Fin Fish,Norovirus genogroup I,Unknown,Suspected,80,1.0,0.0
2001,March,Washington,Restaurant,"Quail, Unspecified",Fin Fish,Campylobacter jejuni,Unknown,Confirmed,2,0.0,0.0
2001,March,Washington,Restaurant,"Turkey, Unspecified; Ham, Unspecified",Fin Fish,Norovirus unknown,Unknown,Confirmed,16,0.0,0.0
2001,March,Washington,Private Home/Residence,"Lettuce-Based Salads Unspecified; Bread, Unspecified",Fin Fish,Norovirus unknown,Unknown,Suspected,17,0.0,0.0
2001,March,Washington,Restaurant,Liquor,Fin Fish,Chemical or toxin,Unknown,Suspected,2,0.0,0.0
2001,March,Washington,Restaurant,"Pad Thai, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,March,Washington,Restaurant,Chow Mein,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,March,Washington,Restaurant,"Cake, Chocolate",Fin Fish,Norovirus genogroup I,Unknown,Suspected,21,0.0,0.0
2001,March,Washington,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
2001,March,Washington,Restaurant,"Rice, White; Chicken, Teriyaki",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,5,0.0,0.0
2001,March,Washington,Grocery Store,"Chicken, Nuggets/Fingers",Fin Fish,Salmonella enterica,Unknown,Suspected,6,0.0,0.0
2001,April,Arizona,School/College/University,"Tofu, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,31,0.0,0.0
2001,April,California,Restaurant,"Sushi, Unspecified",Rice,Clostridium perfringens; Bacillus cereus,Unknown,Suspected; suspected,5,0.0,0.0
2001,April,California,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,5,0.0,0.0
2001,April,California,Restaurant,"Beef, Other",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,7,0.0,0.0
2001,April,California,Restaurant,"Rice, Unspecified",Rice,Norovirus genogroup I,Unknown,Suspected,7,1.0,0.0
2001,April,California,Restaurant,Marinara Sauce,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,9,0.0,0.0
2001,April,California,Restaurant; Private Home/Residence,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,27,0.0,0.0
2001,April,California,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Suspected,10,0.0,0.0
2001,April,California,Restaurant,"Chicken, Fried",Fin Fish,Salmonella enterica,Braenderup,Suspected,11,0.0,0.0
2001,April,California,Restaurant,"Oysters, Raw",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
2001,April,California,Restaurant,"Fish, Escolar",Fin Fish,Scombroid toxin,Unknown,Confirmed,2,0.0,0.0
2001,April,California,Child Daycare,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Suspected,24,0.0,0.0
2001,April,California,Nursing Home/Assisted Living Facility,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,22,1.0,0.0
2001,April,California,Restaurant,"Steak, Prime Rib",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,22,0.0,0.0
2001,April,California,Private Home/Residence,"Ground Beef, Unspecified",Beef,Norovirus genogroup I,Unknown,Confirmed,60,0.0,0.0
2001,April,California,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,30,0.0,0.0
2001,April,Colorado,Restaurant; Catering Service,"Sandwich, Deli; Multiple Salads",Fin Fish,Norovirus genogroup I,Unknown,Suspected,12,0.0,0.0
2001,April,Connecticut,Religious Facility,Multiple Foods,Fin Fish,Salmonella enterica,Muenchen,Confirmed,8,0.0,0.0
2001,April,Florida,Restaurant,"Spaghetti, Unspecified",Fin Fish,Salmonella enterica,Unknown,Confirmed,2,1.0,0.0
2001,April,Florida,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,April,Florida,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,4,0.0,0.0
2001,April,Florida,Restaurant,Omelette,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,April,Florida,Grocery Store,"Ground Beef, Other",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,April,Florida,Restaurant,"Pork, Other",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,April,Florida,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,8,0.0,0.0
2001,April,Florida,Grocery Store,"Deli Meat, Multiple",Fin Fish,Norovirus genogroup II,Unknown,Confirmed,9,0.0,0.0
2001,April,Florida,Restaurant,Multiple Foods,Fin Fish,Norovirus unknown,Unknown,Suspected,6,0.0,0.0
2001,April,Florida,Restaurant,"Chicken, Fried",Fin Fish,Salmonella enterica,Unknown,Suspected,2,0.0,0.0
2001,April,Florida,Grocery Store,"Sausage, Italian",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,April,Florida,Restaurant,"Cheese, Unspecified",Fin Fish,Staphylococcus aureus,Unknown,Suspected,3,0.0,0.0
2001,April,Florida,Restaurant,"Pizza, Meat",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,1.0,0.0
2001,April,Florida,Restaurant,"Pizza, Meat",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
2001,April,Florida,Restaurant,Chicken Fried Rice,Fin Fish,Bacillus cereus,Unknown,Suspected,2,0.0,0.0
2001,April,Florida,Nursing Home/Assisted Living Facility,Multiple Foods,Fin Fish,Norovirus genogroup II,Unknown,Confirmed,81,2.0,0.0
2001,April,Florida,Restaurant,Multiple Foods,Fin Fish,Clostridium perfringens,Unknown,Suspected,5,0.0,0.0
2001,April,Florida,Restaurant,"Fish, Escolar",Fin Fish,Scombroid toxin,Unknown,Confirmed,3,0.0,0.0
2001,April,Florida,Private Home/Residence,"Chicken, Casserole",Fin Fish,Staphylococcus aureus,Unknown,Suspected,5,0.0,0.0
2001,April,Florida,Restaurant,Tuna Steak,Fin Fish,Scombroid toxin,Unknown,Suspected,2,0.0,0.0
2001,April,Florida,Restaurant,"Chicken, Other",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,April,Florida,Restaurant,"Fajita, Beef",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,April,Florida,Restaurant,"Eggs, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,April,Florida,Restaurant,"Pizza, Cheese",Fin Fish,Staphylococcus aureus,Unknown,Suspected,4,0.0,0.0
2001,April,Florida,Restaurant,"Ground Beef, Hamburger",Fin Fish,Staphylococcus aureus,Unknown,Suspected,2,0.0,0.0
2001,April,Florida,Restaurant,"Oysters, Raw",Fin Fish,Shigella unknown,Unknown,Confirmed,3,1.0,0.0
2001,April,Florida,Restaurant,"Ground Beef, Cheeseburger",Fin Fish,Shigella unknown,Unknown,Suspected,2,1.0,0.0
2001,April,Florida,Restaurant,"Oysters, Raw",Fin Fish,Shigella unknown,Unknown,Confirmed,3,2.0,0.0
2001,April,Florida,Restaurant,"Lo Mein, Vegetable",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,9,0.0,0.0
2001,April,Florida,Restaurant,"Ground Beef, Cheeseburger",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,5,1.0,0.0
2001,April,Florida,Restaurant,Multiple Foods,Fin Fish,Norovirus unknown,Unknown,Confirmed,4,1.0,0.0
2001,April,Florida,Restaurant,Mung Bean Sprouts,Fin Fish,Salmonella enterica,Enteritidis,Confirmed,35,2.0,0.0
2001,April,Florida,Restaurant,"Fish, Escolar",Fin Fish,Scombroid toxin,Unknown,Confirmed,2,0.0,0.0
2001,April,Georgia,Restaurant,"Ground Beef, Unspecified",Fin Fish,Clostridium perfringens,Unknown,Confirmed,3,1.0,1.0
2001,April,Georgia,School/College/University,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,36,0.0,0.0
2001,April,Georgia,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,11,0.0,0.0
2001,April,Georgia,School/College/University,Turkey And Stuffing,Fin Fish,Staphylococcus aureus,Unknown,Confirmed,53,2.0,0.0
2001,April,Georgia,Office/Indoor Workplace,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,99,0.0,0.0
2001,April,Georgia,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,10,0.0,0.0
2001,April,Georgia,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,70,0.0,0.0
2001,April,Hawaii,Restaurant,"Pork, Bbq",Fin Fish,Salmonella enterica,Weltevreden,Confirmed,3,2.0,0.0
2001,April,Hawaii,Restaurant,"Fish, Escolar",Fin Fish,Scombroid toxin,Unknown,Confirmed,3,1.0,0.0
2001,April,Hawaii,Private Home/Residence,Unknown Fish,Fin Fish,Ciguatoxin,Unknown,Confirmed,4,0.0,0.0
2001,April,Hawaii,Private Home/Residence,"Fish, Palani (Surgeon)",Fin Fish,Ciguatoxin,Unknown,Confirmed,2,0.0,0.0
2001,April,Hawaii,Private Home/Residence,"Fish, Roi",Fin Fish,Ciguatoxin,Unknown,Confirmed,3,0.0,0.0
2001,April,Illinois,Restaurant,Multiple Foods,Fin Fish,Clostridium perfringens; Bacillus cereus,Unknown,Suspected; suspected,10,0.0,0.0
2001,April,Illinois,Restaurant,Multiple Foods,Fin Fish,Staphylococcus aureus; Bacillus cereus,Unknown,Suspected; suspected,4,0.0,0.0
2001,April,Illinois,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,April,Illinois,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Suspected,11,0.0,0.0
2001,April,Illinois,Restaurant,Multiple Foods,Fin Fish,Salmonella enterica; Salmonella enterica,Enteritidis; Brandenburg,Suspected; suspected,4,1.0,0.0
2001,April,Illinois,Restaurant,"Turkey, Other",Fin Fish,Norovirus genogroup II,Other,Confirmed,11,0.0,0.0
2001,April,Illinois,Nursing Home/Assisted Living Facility,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,13,1.0,0.0
2001,April,Illinois,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Suspected,3,0.0,0.0
2001,April,Iowa,Nursing Home/Assisted Living Facility,Multiple Foods,Fin Fish,Norovirus unknown,Unknown,Confirmed,24,0.0,0.0
2001,April,Louisiana,School/College/University,"Ground Beef, Other",Fin Fish,Clostridium perfringens,Unknown,Confirmed,49,0.0,0.0
2001,April,Louisiana,Restaurant,"Crawfish/Crayfish, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,11,5.0,0.0
2001,April,Maine,Restaurant,"Eggs Benedict; Hollandaise Sauce; Egg-Containing Food, Other",Fin Fish,Salmonella enterica,Enteritidis,Confirmed,42,5.0,0.0
2001,April,Maine,School/College/University,"Lettuce, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,70,0.0,0.0
2001,April,Maine,Private Home/Residence,"Egg-Containing Food, Other",Fin Fish,Salmonella enterica,Group B,Confirmed,12,0.0,0.0
2001,April,Maryland,Private Home/Residence,"Ice Cream, Homemade",Egg,Salmonella enterica,Enteritidis,Confirmed,3,1.0,0.0
2001,April,Maryland,Private Home/Residence,"Chicken, Fried",Chicken,Salmonella enterica,Newport,Confirmed,9,1.0,0.0
2001,April,Maryland,Restaurant,Lobster Bisque,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,4,0.0,0.0
2001,April,Maryland,Restaurant,"Chicken, Unspecified",Fin Fish,Campylobacter jejuni,Unknown,Confirmed,14,0.0,0.0
2001,April,Maryland,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
2001,April,Maryland,Restaurant,Greek Salad,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,April,Massachusetts,Restaurant,"Egg-Containing Food, Other",Fin Fish,Salmonella enterica,Heidelberg,Confirmed,29,3.0,0.0
2001,April,Michigan,Restaurant,"Fish, Escolar",Fin Fish,Histamine,Unknown,Confirmed,7,3.0,0.0
2001,April,Michigan,Restaurant,"Fish, Escolar",Fin Fish,Histamine,Unknown,Confirmed,9,0.0,0.0
2001,April,Michigan,Unknown,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,5,0.0,0.0
2001,April,Michigan,Restaurant,"Sandwich, Other Fish",Fin Fish,Scombroid toxin,Unknown,Confirmed,3,0.0,0.0
2001,April,Michigan,Restaurant,"Fish, Escolar",Fin Fish,Scombroid toxin,Unknown,Confirmed,9,0.0,0.0
2001,April,Michigan,Restaurant,Multiple Foods,Fin Fish,Bacillus cereus,Unknown,Suspected,100,0.0,0.0
2001,April,Michigan,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,April,Minnesota,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,5,0.0,0.0
2001,April,Mississippi,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,19,2.0,0.0
2001,April,Multistate,Grocery Store,Cantaloupe,Fin Fish,Salmonella enterica,Poona,Confirmed,50,9.0,2.0
2001,April,Multistate,Restaurant,"Multiple Cheeses, Unpasteurized",Milk,Salmonella enterica,Newport,Confirmed,27,12.0,0.0
2001,April,Nebraska,Restaurant,"Deli Meat, Multiple",Pork,Norovirus genogroup I,Unknown,Confirmed,51,0.0,0.0
2001,April,New Jersey,Restaurant,"Cake, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Suspected,13,0.0,0.0
2001,April,New York,Unknown,"Ethnic Style, Unspecified",Fin Fish,Salmonella enterica,Muenchen,Confirmed,6,0.0,0.0
2001,April,New York,Restaurant,"Cheese, Pasteurized",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,13,0.0,0.0
2001,April,Ohio,Restaurant,"Fish, Escolar",Fin Fish,Histamine,Unknown,Confirmed,5,1.0,0.0
2001,April,Ohio,Restaurant; Grocery Store,"Deli Meat, Sliced Ham; Deli Meat, Sliced Turkey",Fin Fish,Norovirus genogroup I,Unknown,Suspected,5,0.0,0.0
2001,April,Ohio,Grocery Store,"Turkey, Other",Fin Fish,Clostridium perfringens,Unknown,Suspected,3,1.0,0.0
2001,April,Ohio,Private Home/Residence,"Ham, Other",Pork,Norovirus genogroup II,Unknown,Confirmed,16,0.0,0.0
2001,April,Ohio,Restaurant,"Pizza, Unspecified",Fin Fish,Staphylococcus aureus; Bacillus cereus,Unknown,Confirmed; confirmed,4,0.0,0.0
2001,April,Ohio,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Suspected,2,0.0,0.0
2001,April,Ohio,Catering Service,Multiple Foods,Fin Fish,Norovirus genogroup II,Unknown,Confirmed,18,0.0,0.0
2001,April,Ohio,Catering Service,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,66,1.0,0.0
2001,April,Oregon,Unknown,"Noodles, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,16,0.0,0.0
2001,April,Oregon,Restaurant,Multiple Foods,Fin Fish,Salmonella enterica,Heidelberg,Confirmed,2,0.0,0.0
2001,April,Oregon,Unknown,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,8,0.0,0.0
2001,April,Oregon,Restaurant,Lettuce-Based Salads Unspecified,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,13,0.0,0.0
2001,April,Oregon,Restaurant; Nursing Home/Assisted Living Facility,Cantaloupe,Fin Fish,Salmonella enterica,Unknown,Confirmed,2,0.0,0.0
2001,April,Tennessee,Restaurant,"Pork, Bbq",Fin Fish,Staphylococcus aureus,Unknown,Confirmed,34,1.0,0.0
2001,April,Texas,Unknown,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,April,Virginia,Restaurant,"Egg-Based Sauce, Other",Fin Fish,Salmonella enterica,Enteritidis,Confirmed,231,34.0,0.0
2001,April,Washington,Private Home/Residence,Lettuce-Based Salads Unspecified,Fin Fish,Norovirus genogroup I,Unknown,Suspected,5,0.0,0.0
2001,April,Washington,Restaurant,"Pad Thai, Unspecified",Chicken,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,April,Washington,Restaurant,"Sandwich, Other Specialty",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,April,Washington,Restaurant,"Egg Rolls; Pork, Bbq",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,4,0.0,0.0
2001,April,Washington,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
2001,April,Washington,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,13,0.0,0.0
2001,April,Washington,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,April,West Virginia,Restaurant,"Nuts, Almonds",Fin Fish,Salmonella enterica,Enteritidis,Confirmed,3,1.0,0.0
2001,April,Wisconsin,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,4,0.0,0.0
2001,May,California,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,4,0.0,0.0
2001,May,California,Restaurant; Private Home/Residence,"Pasta, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,8,0.0,0.0
2001,May,California,Private Home/Residence,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,22,0.0,0.0
2001,May,California,Restaurant,Potato Salad,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,14,0.0,0.0
2001,May,California,Restaurant,"Mussels, Raw","Mussels, Raw",Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
2001,May,California,Restaurant,Green Salad,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,6,0.0,0.0
2001,May,California,Restaurant,"Sandwich, Turkey",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,23,0.0,0.0
2001,May,California,Restaurant; Grocery Store,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,16,0.0,0.0
2001,May,California,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,7,0.0,0.0
2001,May,California,Unknown,"Taco, Beef",Beef,Clostridium perfringens,Unknown,Confirmed,35,0.0,0.0
2001,May,California,Restaurant,Guacamole,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,5,0.0,0.0
2001,May,California,Private Home/Residence,"Pork, Other",Fin Fish,Trichinella spiralis,Unknown,Confirmed,7,1.0,0.0
2001,May,California,Restaurant,"Potato, Baked",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,May,California,Restaurant,"Stew/Chili, Unspecified; Sausage, Unspecified; Hot Dog, Unspecified",Sauces/ Dressings,Bacillus cereus; Clostridium perfringens,Unknown,Suspected; suspected,31,0.0,0.0
2001,May,California,Catering Service,"Chicken, Unspecified; Green Salad",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,36,1.0,0.0
2001,May,California,Restaurant,"Bread, Unspecified",Fin Fish,Norovirus genogroup I,Unknown,Suspected,5,0.0,0.0
2001,May,California,Restaurant; Private Home/Residence,"Cilantro, Unspecified",Spices,Salmonella enterica,Newport,Confirmed,8,3.0,0.0
2001,May,California,Restaurant,"Sandwich, Tuna Fish",Fin Fish,Scombroid toxin,Unknown,Confirmed,2,0.0,0.0
2001,May,California,Private Home/Residence; Grocery Store,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Suspected,10,0.0,0.0
2001,May,California,Catering Service,"Punch, Unspecified; Sandwich, Unspecified; Salad, Unspecified",Water Based (Eg. Drink Mix),Norovirus genogroup I,Unknown,Confirmed,92,0.0,0.0
2001,May,Colorado,Restaurant; Catering Service,"Sandwich, Unspecified; Multiple Salads",Fin Fish,Norovirus genogroup I,Unknown,Suspected,9,0.0,0.0
2001,May,Connecticut,Restaurant,"Steak, Sirloin; Potato, Mashed",Fin Fish,Clostridium perfringens,Unknown,Confirmed,297,0.0,0.0
2001,May,Connecticut,Restaurant,"Ribs, Beef",Fin Fish,Salmonella enterica,Enteritidis,Confirmed,6,1.0,0.0
2001,May,Florida,Restaurant,"Pizza, Meat",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
2001,May,Florida,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,2.0,0.0
2001,May,Florida,Restaurant,"Chicken, Other",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,3,0.0,0.0
2001,May,Florida,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,May,Florida,Restaurant,"Shrimp, Fried",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,May,Florida,Restaurant,"Sandwich, Meatball",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,May,Florida,Restaurant,"Sandwich, Roast Beef",Fin Fish,Staphylococcus aureus,Unknown,Suspected,2,0.0,0.0
2001,May,Florida,Restaurant,"Chicken, Other",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,May,Florida,Restaurant,Potato Skins,Fin Fish,Staphylococcus aureus,Unknown,Suspected,3,0.0,0.0
2001,May,Florida,Restaurant,"Sandwich, Unspecified",Fin Fish,Staphylococcus aureus,Unknown,Suspected,5,0.0,0.0
2001,May,Florida,Restaurant,"Seafood Dish, Unspecified; Caesar Salad",Fin Fish,Norovirus genogroup I,Unknown,Confirmed,2,0.0,0.0
2001,May,Florida,Restaurant,Multiple Foods,Fin Fish,Norovirus genogroup I,Unknown,Confirmed,28,0.0,0.0
2001,May,Florida,Grocery Store,"Chicken, Other",Fin Fish,Staphylococcus aureus,Unknown,Suspected,4,0.0,0.0
2001,May,Florida,Restaurant,"Refried Beans, Unspecified",Fin Fish,Clostridium perfringens,Unknown,Suspected,2,0.0,0.0
